,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
371,11,9,10,17,11,10,7,18,20,11,139,8,3,10,34,9,4,17,104,5,11,12,415,19,5,9,6,17,50,51,2,90,12,11,16,5,39,10,7,268,115,23,93,6,10,33,278,11,419,20,23,36,4,7,38,9,18,24,5,10,887,5,299,24
372,6,11,227,6,5,8,4,7,6,5,5,41,14,6,18,16,10,17,5,55,108,28,833,17,16,5,14,5,7,206,6,4,183,9,13,5,29,31,14,20,12,126,3,3,47,141,41,1,23,6,281,12,27,26,470,10,4,4,13,11,12,19,14,141
373,184,10,4,30,11,35,7,5,9,10,73,287,7,2022,10,9,19,8,11,34,8,10,42,266,55,4,38,361,22,348,9,15,13,35,7,36,1,9,5,62,37,256,16,18,4,82,423,940,18,7,2920,3,6,243,14,57,19,9,24,4,33,31,8,8
374,33,9,8,30,40,26,1,32,12,11,8,8,863,20,24,10,113,10,5,13,12,25,16,333,69,8,8,13,16,16,33,43,8,22,19,5,15,7,15,26,441,8,32,5,34,7,8,103,11,17,12,24,26,23,7,268,1204,12,77,5,4,11,4,99
375,43,127,5,10,83,10,256,54,12,18,13,9,3,10,17,14,29,26,67,9,80,2,110,10,22,5,29,6,6,4,3,13,18,24,333,22,9,11,12,16,5,11,14,1,13,3,21,18,26,3,11,2,21,62,229,123,16,145,16,49,3,27,686,6
376,29,2,2,16,7,51,7,2,215,32,7,0,20,17,5,9,3,11,42,23,3,8,12,26,2,8,20,23,6,7,24,5,8,13,49,10,1002,21,39,2,2509,46,5,32,15,19,4,14,34,7,8,9,6,19,43,1079,14,7,29,37,37,7,6,81
377,5,14,4,16,35,1346,14,66,5,8,6,20,169,16,5,11,540,1165,8,10,0,18,1381,9,16,10,7,4,6,44,95,4,3,2,38,12,13,74,7,35,250,15,541,101,18,10,21,27,10,18,2768,106,2,11,35,19,18,7,22,4,7,2,19,6
378,12,255,22,8,17,63,12,90,18,2,25,1858,20,34,16,4,109,14,73,17,87,29,4,36,3,35,17,12,18,27,109,29,24,9,10,8,7,2,135,8,14,65,502,160,22,16,16,341,22,180,44,17,11,420,3,18,51,2,3045,20,21,12,21,124
379,503,13,7,36,4,11,142,32,4,70,8,46,9,13,99,80,41,46,13,705,92,9,5,82,4,23,3,17,31,1195,4,172,84,35,9,6,10,8,15,103,9,17,21,12,81,37,30,54,8,10,29,9,7,29,6,23,10,25,31,4,12,6,7,97
380,227,11,11,8,74,621,15,7,19,7,11,5,14,9,5,15,4,22,4,29,26,5,50,249,5,58,17,9,8,300,27,56,200,7,8,6,11,12,8,3,186,1088,10,16,1,17,1,10,7,30,7,11,54,139,7,11,9,275,7,18,6,35,21,1489
381,50,2,124,2,14,15,2,2,4,13,5,5,7,15,5,40,2127,6,5,6,20,9,50,14,4,12,62,21,30,20,6,12,1,6,18,21,17,415,8,8,7,3,37,235,33,62,20,19,14,177,11,8,3,6,6,22,6,296,5,2238,33,17,13,1308
382,43,10,20,3,10,34,6,114,12,18,75,6,75,6,3,267,86,35,7,11,40,7,5,120,1,61,2,32,28,115,32,6,73,7,14,15,72,145,13,15,18,5,12,676,47,11,18,8,36,11,21,7,12,12,18,8,35,8,24,103,5,5,12,1
383,11,26,56,17,62,5,2,28,48,14,7,12,6,59,9,345,1741,5,25,9,1,21,6,219,1,13,44,31,13,15,18,5,112,11,13,62,24,8,19,59,10,8,11,18,51,11,29,4,25,23,67,31,8,4,11,51,49,7,24,8,2,49,6,30
384,4,19,2,22,5,7,21,98,20,9,9,18,61,22,10,166,67,112,19,16,832,5,4,21,19,45,12,380,705,39,1031,7,15,18,42,409,17,156,68,42,18,445,2,17,23,6,1042,19,8,5,0,27,5,1,26,15,11,7,558,4,12,2,589,45
385,7,65,27,11,48,7,19,2,7,90,10,13,12,86,44,22,11,33,7,6,4,18,8,24,8,28,12,18,40,11,63,62,5,13,11,13,137,12,96,17,32,190,373,4,16,122,23,28,15,87,44,4,10,34,10,49,12,4,949,76,19,467,51,54
386,10,7,12,95,7,14,7,5,27,13,11,64,64,27,8,7,9,6,6,14,6,4,9,3,7,4,6,19,17,1155,69,24,119,15,5,10,1031,52,6,9,2,9,19,7,81,7,5,133,28,7,21,9,2253,18,95,21,37,28,23,10,10,7,4,11
387,6,2,16,5,54,6,14,5,46,5,33,16,6,3,13,1,13,16,41,6,68,19,18,619,33,106,43,14,148,8,3,65,16,455,2,7,6,147,107,4,25,41,11,47,125,7,9,52,19,175,23,15,10,42,20,16,785,67,94,24,9,12,18,11
388,10,413,975,8,1650,5,21,17,35,18,84,61,11,44,8,10,8,102,1,15,7,10,6,71,21,13,16,7,14,17,4,11,5,8,12,30,2,23,6,5,26,11,70,9,23,25,20,64,10,5,65,4,43,30,12,11,43,3,1216,6,7,14,17,133
389,123,15,27,5,31,4,512,21,9,14,2,7,5,18,6,32,1373,1050,22,8,22,12,19,17,59,143,8,600,23,20,544,48,22,323,7,6,10,21,57,94,6,5,65,22,11,50,6,28,3,11,7,7,8,45,30,15,42,6,42,31,3,260,10,33
390,4,8,76,12,27,43,55,8,4,44,686,32,23,8,31,35,18,23,17,127,10,17,12,14,29,9,68,17,361,2,157,11,85,14,148,8,282,47,8,13,46,251,6,6,6,7,134,8,4,35,45,15,11,11,11,6,7,64,9,37,3,28,14,11
391,3,669,9,29,10,7,15,12,6,681,16,8,13,22,9,9,25,19,26,10,17,4,46,14,23,45,18,19,8,2,29,62,10,16,20,1710,64,13,4,7,14,378,3,12,1361,14,10,511,20,222,1097,4,7,247,254,8,6,67,177,21,29,23,26,18
392,11,5,32,4,2,24,7,17,26,7,2056,29,24,95,24,2,41,31,9,5,60,400,33,3,4,7,21,4,11,9,36,84,52,391,82,28,6,5,6,27,50,16,57,9,4,34,3,288,16,22,4,8,3,6,4,27,16,86,131,4,21,25,12,521
393,10,40,5,12,13,70,6,97,6,3,26,114,3,966,50,16,9,6,193,31,29,1,85,5,9,16,82,6,63,7,203,15,3,32,5,21,3,27,120,155,3,39,5,13,6,18,10,8,6,19,5,79,6,12,27,10,18,14,55,963,506,8,15,12
394,5,23,3,10,25,14,258,9,6,48,150,78,29,21,1,35,25,19,10,9,5,52,8,10,27,9,3,4,8,8,30,5,11,10,21,4,44,57,6,25,27,18,45,7,1,38,9,385,19,28,14,15,66,5,13,409,92,73,628,9,7,16,17,23
395,4,5,10,6,15,9,2885,21,1317,23,4,6,12,57,8,44,3,7,10,10,13,6,11,3,1,963,6,21,21,17,90,20,15,21,78,48,9,1,37,56,7,98,8,36,3,10,7,7,10,6,12,7,9,46,215,10,15,4,21,4,5,17,10,112
396,11,3,19,43,16,19,50,15,19,2,12,16,10,9,42,84,1525,469,13,18,20,6,345,15,17,5,8,39,17,1,7,42,37,7,50,4,142,5,35,23,5,6,6,13,10,23,4,52,25,5,916,9,102,8,5,13,335,10,21,13,20,2,36,243
397,683,331,48,14,14,31,6,53,9,7,10,6,12,12,54,8,34,19,12,10,162,119,146,6,432,4,8,9,5,24,13,11,19,203,330,6,6,60,3,22,108,3,220,2,5,25,6,45,3,957,28,7,6,297,45,6,16,14,41,10,272,21,21,65
398,19,120,22,430,24,258,0,14,53,58,175,79,11,14,28,3,108,1,49,5,111,20,22,17,15,5,1,666,21,15,479,26,7,20,6,29,219,14,7,386,28,51,12,17,53,14,8,24,292,6,51,11,13,91,21,7,4,6,9,97,11,39,1003,124
399,16,29,85,13,9,9,8,43,74,7,232,11,23,31,6,21,5,2,44,29,16,19,11,5,4,70,12,19,4,6,13,15,19,4,2,8,12,7,11,19,16,277,65,5,19,17,14,64,6,260,3,5,12,17,11,13,335,4,17,2,13,20,13,61
400,627,141,170,7,24,71,26,193,46,105,30,1,10,135,3,7,8,22,15,45,11,10,55,22,9,30,19,12,36,14,17,24,5,7,3,5,8,46,41,44,5,36,5,14,41,5,8,15,5,7,20,15,10,16,91,11,63,37,6,31,9,12,35,5
401,22,30,22,150,7,48,139,9,9,7,19,5,5,12,37,24,168,19,8,12,8,12,12,7,92,7,6,14,88,13,34,4,13,1626,255,8,48,7,57,9,209,30,24,7,5,152,12,13,133,1,11,23,188,13,8,9,28,59,12,605,4,52,15,6
402,27,1724,9,196,13,37,5,3,35,10,5,6,8,8,19,1982,9,5,44,4,4,3,33,41,23,6,9,27,6,4,10,5,56,7,18,4,68,95,12,3,10,272,5,1014,12,7,5,23,51,17,6,10,21,5,9,17,8,19,10,92,38,11,24,11
403,6,73,15,7,10,66,25,7,29,1714,50,9,2,65,12,13,575,1,4,43,10,187,9,22,38,12,9,29,351,12,17,8,36,610,25,1304,9,7,37,54,19,46,16,15,3,30,185,7,5,4,47,13,16,6,6,68,10,60,12,13,8,3,25,5
404,20,100,882,84,1,60,12,47,8,9,27,14,18,9,4,7,13,38,10,7,369,159,135,4,5,14,39,44,14,8,4,17,128,2,10,8,4,10,126,93,7,1574,6,42,58,16,93,68,10,134,4,7,25,46,11,1,11,17,1577,11,14,267,29,37
405,856,127,7,4,32,1794,3,11,7,50,6,4,6,4,862,27,73,10,163,22,13,8,13,9,21,974,5,10,43,6,4,5,8,16,15,24,10,51,14,24,184,23,194,9,12,151,37,11,35,9,40,11,7,415,9,8,3,35,10,20,15,7,27,32
406,41,1184,31,6,43,1017,10,15,9,9,2006,13,303,17,9,6,5,17,26,15,59,20,23,13,5,484,27,10,7,11,35,16,4,699,7,6,10,17,19,32,4,19,13,37,19,99,131,14,51,10,605,4,14,28,20,68,72,22,215,9,57,6,38,3
407,6,29,0,129,76,114,9,34,9,370,5,10,9,46,23,8,9,142,7,13,9,57,147,43,2,250,7,62,5,12,10,38,8,16,42,249,8,84,31,59,5,208,27,7,13,21,6,9,16,12,12,4,45,21,28,33,69,30,54,7,9,2,7,4
408,118,9,377,6,13,3,6,22,2282,8,10,14,22,7,20,20,20,26,44,5,46,10,18,30,17,54,24,26,3,1112,7,20,26,11,1864,15,6,5,5,35,20,20,5,6,49,9,10,13,4,13,7,5,115,1380,76,19,12,13,1775,40,7,1,29,11
409,32,24,95,23,60,19,4,26,8,47,29,20,15,56,4,23,14,14,83,7,14,3,17,18,16,49,18,13,13,129,10,4,8,36,9,4,57,33,8,5,42,4,7,251,16,4,4,16,21,4,21,5,55,6,22,283,16,222,10,200,2,128,4,7
410,12,6,12,2,8,21,85,28,5,10,155,14,9,16,367,32,63,3,137,5,14,3,6,8,25,6,20,3,15,192,19,24,3,6,5,9,10,6,44,32,5,8,2,5,3,20,11,8,27,9,9,13,7,11,62,9,60,28,7,36,19,4,33,2325
411,67,27,28,779,14,8,6,78,11,24,15,13,18,12,6,504,23,26,11,9,250,7,20,2,5,10,13,10,7,44,14,50,15,2,8,22,485,38,2522,50,8,8,201,4,5,6,30,14,93,15,3,4,118,6,6,7,12,59,129,96,3,19,12,37
412,12,17,6,5,25,6,52,17,42,649,5,299,6,5,17,5,9,4,1,14,9,43,30,41,259,52,6,11,50,1405,3,72,24,416,12,7,13,77,15,10,15,7,7,7,10,2,8,22,5,1162,51,46,3,151,2,16,30,7,23,6,3,17,15,3
413,6,41,17,5,11,78,54,58,12,39,23,273,10,7,1027,14,9,47,41,15,20,11,10,140,8,861,49,162,68,17,55,6,29,140,8,204,9,19,64,650,17,6,7,10,139,71,9,15,11,5,10,1,548,9,9,11,18,32,12,356,8,9,7,16
414,11,8,26,10,6,6,4,14,10,31,5,50,99,13,1,14,8,11,3,8,13,8,24,46,2355,1123,4,21,242,16,46,16,1360,9,8,6,39,7,28,10,9,7,9,7,12,1487,12,4,4,6,14,17,51,9,6,66,4,947,15,30,5,216,8,22
415,32,18,9,731,12,5,27,8,6,31,4,17,12,11,15,35,5,19,9,8,31,3,14,83,119,36,18,3,37,1140,29,10,63,17,164,11,32,3,3,6,6,7,24,1837,14,23,3,114,14,14,21,10,108,1,9,4,13,8,122,15,28,150,38,5
416,23,28,49,8,6,25,5,78,23,0,162,41,153,14,19,14,23,31,14,25,13,11,7,10,17,27,3,18,4,12,8,5,11,2,172,83,7,12,76,6,1,156,7,5,14,24,7,11,71,6,32,25,44,7,67,16,19,179,502,20,65,23,11,5
417,444,1109,12,6,5,7,45,4,223,7,3,77,9,2,15,12,7,10,37,31,132,38,1,5,90,9,320,421,29,15,6,11,21,3,5,6,369,25,22,98,24,8,2,9,5,9,21,7,2,29,6,5,10,109,0,249,3,117,6,23,6,7,5,63
418,1,46,12,7,56,16,18,146,27,16,7,3,27,918,12,8,22,22,10,307,105,5,4,2,7,7,170,40,359,10,32,5,5,5,96,10,23,11,18,6,10,32,5,17,11,8,70,62,11,20,7,3,11,194,9,2,5,9,6,9,7,12,10,12
419,21,3,30,5,8,12,32,19,1026,34,7,28,3,4,56,15,7,135,12,29,109,16,12,134,14,40,14,4,5,19,57,55,17,6,50,50,28,9,10,13,20,16,11,7,226,3,13,10,17,35,10,15,43,168,6,48,42,5,23,49,5,5,210,14
420,9,236,5,21,44,3,6,9,7,8,44,5,7,41,16,58,278,6,19,28,21,316,5,37,12,9,2,17,15,24,3,42,27,6,20,6,7,186,12,17,3,18,8,4,28,15,7,25,8,15,32,6,17,156,15,3,5,29,31,53,7,11,4,7
421,27,96,4,451,7,84,25,44,7,2,612,3,10,6,14,5,15,9,10,8,12,5,14,31,6,13,14,11,1,14,4,5,14,23,45,8,2,10,9,485,32,7,5,2487,4,20,46,13,9,25,3,46,10,4,9,8,39,5,56,773,83,32,64,4
422,12,28,7,34,10,11,35,16,14,14,34,4,322,104,14,83,791,11,44,7,13,4,616,925,25,192,15,39,8,21,5,225,18,10,1759,14,23,83,8,9,42,8,42,65,5,14,15,6,29,21,49,39,259,25,7,8,39,9,26,30,7,21,9,187
423,6,2,15,8,112,6,9,476,197,21,5,22,69,10,29,12,9,6,488,163,8,5,5,83,17,9,8,485,8,7,16,5,3,5,12,9,103,24,44,11,41,8,6,734,14,18,9,50,36,8,39,112,21,37,15,28,9,6,19,7,163,91,5,303
424,7,23,12,12,11,345,12,9,19,8,11,6,32,310,5,29,21,29,29,3,123,28,5,18,69,73,28,20,2,5,28,3,6,7,29,28,18,24,6,7,24,7,16,6,12,3,5,39,14,30,4,3,18,7,24,7,6,178,6,6,7,98,5,21
425,13,85,2247,13,148,6,42,4,23,227,15,40,42,11,78,12,17,9,58,9,4,6,8,66,2,2,2,18,9,21,24,73,9,46,22,35,8,75,15,2,9,5,39,4,30,18,9,643,55,13,7,8,12,36,14,20,15,30,16,9,2,7,27,3
426,239,13,42,14,10,102,41,470,5,10,5,9,70,319,18,10,10,4,4,53,72,29,15,48,38,34,35,20,5,414,551,13,100,4,9,108,18,5,18,17,10,12,19,40,8,574,789,74,21,192,11,20,92,7,9,26,8,12,20,3,27,12,23,11
427,18,8,1640,4,16,1429,26,27,45,6,11,278,95,2,6,4,6,18,17,30,25,46,12,144,11,15,109,2,64,40,11,63,9,13,10,12,36,7,5,5,37,409,6,3,7,2,21,84,12,66,26,37,11,94,27,3,4,59,17,4,50,9,5,9
428,27,20,85,102,14,5,7,13,52,23,3,781,10,7,7,11,60,31,11,42,7,19,12,40,47,15,54,6,4,3,11,23,14,87,10,12,12,11,1,766,51,13,16,451,5,7,23,105,11,26,170,10,24,8,6,28,3,12,14,7,14,39,11,18
429,38,4,8,8,5,15,13,64,21,22,49,10,638,6,9,9,693,7,130,8,9,9,57,14,7,36,1764,7,47,5,62,10,11,12,7,48,101,15,5,3,11,6,3,12,51,3,17,136,19,24,14,8,32,14,9,9,7,25,6,8,18,14,34,31
430,36,4,4,19,20,78,16,504,45,8,8,6,3,1578,4,9,37,22,378,12,12,5,9,4,10,5,3,127,15,16,57,9,9,11,9,27,11,22,8,13,15,11,13,1,22,61,10,12,57,18,131,2,16,9,2,20,1067,3,5,4,12,122,3,1223
431,120,16,1204,7,7,9,10,705,25,37,2,11,59,2,14,65,50,163,23,9,18,483,5,61,14,12,6,3,31,11,13,15,92,2,4,5,6,23,8,4,3,11,38,50,8,14,19,12,14,36,6,7,561,10,13,102,481,14,31,128,11,107,3,6
432,10,293,23,11,3,7,17,124,18,2,10,44,6,45,31,5,25,4,13,12,7,416,10,192,67,1293,33,130,2,35,29,65,9,4,705,29,5,49,17,6,4,862,14,9,26,17,35,2,3,12,56,7,22,13,4,11,146,12,15,8,15,23,14,20
433,9,27,5,2,59,3,4,9,6,22,367,5,2,11,1635,39,55,20,17,9,5,14,8,94,97,9,233,23,9,268,6,70,7,7,21,3,5,25,1820,334,209,4,14,23,17,13,39,12,8,11,53,13,8,25,16,3,1411,50,53,148,15,9,5,25
434,18,4,26,678,92,5,15,8,5,8,60,64,10,6,126,1,7,9,17,8,17,14,32,1963,10,9,6,27,14,57,37,94,14,8,6,18,19,170,33,4,7,8,8,21,7,13,1404,7,19,31,33,194,91,4,13,33,63,16,12,20,64,7,12,7
435,10,8,10,9,14,14,21,16,23,4,20,105,21,16,130,11,22,48,14,16,3,18,54,11,1767,2,15,7,545,39,230,9,31,6,3,29,3,7,402,57,11,5,14,9,4,3,1,230,48,9,5,4,6,18,116,5,11,13,8,195,7,7,13,10
436,19,31,4,442,8,45,37,30,3,59,9,62,8,12,12,190,30,330,191,3,227,56,41,96,8,224,14,9,4,1039,12,21,7,7,30,9,925,15,19,16,45,4,48,4,21,20,4,7,14,4,17,16,37,107,1683,15,12,17,9,14,10,14,37,4
437,42,55,13,17,5,9,3,11,19,19,31,98,10,9,18,71,12,17,83,18,5,11,24,1516,3,1,14,11,10,24,23,18,2,7,58,9,7,6,12,16,17,6,3,12,175,7,5,3,9,2,10,38,7,82,7,24,27,50,34,17,11,17,553,157
438,6,9,9,14,10,5,33,251,9,14,6,41,649,6,59,378,134,11,4,444,46,29,68,29,2,15,361,44,23,2,75,8,12,59,126,11,4,32,19,2,15,10,2272,258,14,4,7,4,315,16,14,45,31,746,9,12,16,31,36,8,8,39,21,3
439,15,9,32,29,5,14,12,8,7,7,44,15,5,19,37,128,14,462,8,512,13,24,41,12,1751,9,15,63,6,85,48,14,9,7,9,30,68,7,9,7,8,39,18,15,28,19,9,3,120,4,3,55,12,49,12,30,2,21,65,215,8,26,13,26
440,16,5,74,24,21,17,3,13,6,31,5,10,12,6,48,53,58,13,7,8,17,3,10,24,43,7,20,1,14,349,14,20,23,37,20,42,6,744,79,25,13,71,118,61,57,6,73,2,223,3,4,13,6,7,6,27,304,28,10,7,7,14,50,9
441,26,508,8,875,2,33,10,25,155,16,6,3,9,3,15,6,266,12,42,6,20,2,9,9,6,12,148,25,42,7,75,36,78,4,4,11,36,50,1,1299,114,74,18,1,41,28,42,15,4,354,90,5,7,30,39,7,8,34,6,8,11,26,18,7
442,22,400,22,5,5,19,48,1281,23,9,15,14,9,27,23,1,294,26,29,20,23,19,18,5,10,6,20,23,6,127,2,7,6,24,18,8,58,5,11,7,100,1440,46,15,312,1,24,2,16,15,19,45,8,32,11,13,51,21,2,17,40,9,31,17
443,16,9,6,36,443,67,8,27,10,55,25,11,104,11,17,155,13,9,17,8,9,55,40,1,51,2,14,2,6,11,1,9,11,4,1,132,12,7,8,12,10,87,173,15,34,6,9,15,13,5,6,3,22,8,35,14,7,7,16,476,45,19,9,9
444,9,14,219,2,25,271,12,20,5,9,11,18,9,3,18,24,8,87,24,22,7,25,250,315,49,133,14,13,3,7,19,13,6,9,10,19,773,85,16,10,10,15,10,19,21,11,78,20,3,13,18,9,8,62,10,707,61,5,797,14,67,26,8,20
445,101,243,48,49,14,7,2,4,15,187,29,13,27,10,21,232,2,9,10,14,2,9,26,4,8,3,12,32,6,23,36,26,2419,8,26,25,31,10,156,11,16,213,31,2799,1,242,1,4,6,10,102,171,4,2,491,44,6,11,10,8,151,13,4,31
446,4,146,11,12,23,8,82,10,48,22,13,1042,18,60,32,2,25,41,186,5,9,914,23,80,51,15,7,598,111,12,44,33,5,37,30,36,11,23,13,18,4,10,9,57,43,15,4,6,3,8,50,52,5,5,107,7,27,123,21,33,11,10,588,6
447,0,66,30,5,102,12,10,4,92,16,9,23,11,74,44,27,6,14,6,10,163,20,15,13,1,7,5,12,32,6,39,10,28,85,8,45,92,9,9,33,10,28,2,5,62,26,15,9,45,133,27,29,34,176,25,24,297,8,23,8,881,3,49,5
448,11,931,6,2,8,2431,14,23,2,12,23,1421,21,50,41,50,18,6,7,1,10,0,1718,550,6,21,1414,10,12,7,5,3,9,6,21,36,520,71,8,50,4,5,40,8,186,26,17,13,15,9,9,5,6,43,18,17,4,11,16,220,56,20,84,6
449,12,20,7,381,9,14,31,29,5,1213,5,72,26,608,9,3,24,13,120,7,47,68,6,9,20,5,140,8,21,22,3,8,3,6,5,10,6,10,5,27,19,6,11,197,53,7,32,20,9,170,543,344,18,8,11,12,192,17,4,16,6,4,47,18
450,161,42,110,43,5,32,689,1,14,4,13,2,5,5,104,9,21,8,17,13,6,10,25,4,9,64,512,26,8,22,12,545,17,7,9,90,13,4,44,131,8,25,81,15,18,16,140,8,5,210,9,7,13,6,25,4,17,8,22,79,5,2,15,61
451,9,33,24,58,184,6,13,8,4,5,57,129,36,7,28,5,1073,36,118,30,222,64,886,179,14,14,35,19,13,7,380,49,30,96,6,10,22,28,125,9,8,29,39,98,27,3,16,13,4,18,125,14,98,69,9,7,30,5,93,8,28,34,13,15
452,36,11,12,47,73,6,8,4,2,188,403,3,5,17,9,12,136,7,19,556,11,18,8,12,23,8,1,9,7,12,31,6,12,17,6,4,104,3,20,40,20,9,58,1334,5,88,15,57,31,2,42,14,72,3,9,20,40,3,4,9,7,2,8,5
453,38,145,7,19,12,6,20,23,14,351,4,14,9,11,16,7,35,28,79,107,42,7,7,9,8,8,18,12,5,53,7,11,25,12,19,8,29,41,2672,4,11,5,2,7,8,58,41,149,11,93,8,9,28,10,19,21,15,97,7,18,190,1,186,7
454,28,6,133,6,45,4,16,10,4,11,12,10,22,79,8,7,11,49,2,414,13,15,17,11,11,8,4,1820,23,4,8,7,20,101,56,23,47,51,19,4,4,16,9,466,7,20,11,50,18,9,18,23,13,240,80,7,12,21,8,15,8,297,10,10
455,6,25,6,19,25,4,170,16,2,216,11,17,7,30,12,27,17,19,214,266,7,82,2,3,40,198,20,6,31,17,9,102,305,4,7,16,109,4,102,7,17,7,24,21,10,7,205,329,12,15,1,29,13,9,21,4,10,16,16,9,46,6,4,20
456,40,5,27,89,609,6,6,48,7,7,30,15,58,7,37,14,4,35,17,9,16,17,33,138,14,301,5,180,38,19,2,4,9,9,8,45,44,27,18,7,6,17,86,5,7,6,7,9,3,5,17,1,5,52,10,290,5,19,6,6,9,16,27,114
457,46,442,9,112,8,5,12,253,35,248,22,1984,9,7,420,13,4,22,9,10,17,42,15,36,15,6,35,22,13,1,537,66,14,6,5,11,19,142,172,840,45,25,16,1,6,23,8,4,9,7,13,47,16,10,71,7,9,2,22,6,7,128,25,4
458,10,8,18,101,49,24,16,10,11,48,8,19,25,6,8,2,18,7,7,142,20,26,14,19,10,5,11,17,27,53,11,44,15,13,42,4,2,17,9,5,10,26,28,3,7,35,6,1234,121,10,31,5,71,107,5,11,15,13,29,46,5,7,2233,95
459,52,17,44,23,13,60,12,5,14,14,300,62,15,10,8,20,129,30,20,18,39,3,18,15,86,6,25,315,40,1660,10,324,37,32,4,15,1,3,5,3,7,1917,11,11,20,41,93,18,5,28,16,14,920,3,9,36,6,21,26,14,11,4,14,9
460,25,8,10,8,19,8,55,50,410,29,15,74,22,8,16,23,41,6,44,3,41,7,6,12,4,7,20,4,18,7,4,6,17,24,5,19,151,26,75,3,20,6,156,9,6,3,3,45,6,22,5,12,31,616,13,2,9,12,5,19,4,10,3,8
461,9,19,1,11,30,338,50,6,110,13,110,80,99,3,1,4,52,23,4,14,13,55,15,13,26,7,32,32,1472,5,15,4,64,18,55,51,54,9,12,5,2,21,11,10,18,40,159,184,9,7,11,9,6,6,98,45,39,155,69,10,12,11,50,13
462,39,37,86,8,26,2,4,22,10,25,486,268,2,3,4,13,19,87,4,11,4,6,38,7,29,30,159,9,13,9,5,7,12,7,5,5,8,6,15,485,7,19,74,11,7,5,11,7,10,263,290,26,11,1438,6,10,26,4,139,1,98,13,9,9
463,17,24,12,13,47,149,861,13,28,3,19,650,8,7,15,2581,4,5,12,69,2424,865,3,14,4,208,112,78,82,34,7,143,12,5,6,2,21,14,14,10,76,29,144,6,73,5,32,5,5,9,73,18,8,6,12,5,8,24,14,8,48,15,36,5
464,30,5,111,272,79,23,93,7,4,36,3,13,384,6,7,8,144,2859,200,10,11,84,24,11,9,18,10,2,21,6,1188,6,35,552,8,18,34,39,17,19,20,13,44,5,14,15,205,8,3,9,10,47,6,65,130,18,9,96,3,5,15,43,34,12
465,14,95,14,8,10,4,14,14,2384,21,53,6,60,18,29,46,27,11,27,11,6,3,3,5,313,9,9,6,13,248,51,16,51,14,10,108,4,12,8,10,3,20,10,20,9,707,8,7,22,576,6,16,245,10,7,9,9,10,10,25,9,36,23,703
466,4,785,45,8,12,4,27,11,15,6,9,43,11,24,3,12,44,8,10,8,111,6,13,17,9,1,5,13,50,1345,35,23,69,2818,219,5,9,48,19,8,10,232,107,17,4,8,4,1248,7,26,6,19,17,133,8,29,12,8,29,4,47,24,6,26
467,84,17,1,28,281,17,85,7,6,73,12,99,18,20,13,566,15,106,803,9,10,4,19,6,52,5,9,21,5,38,47,298,14,9,66,7,37,32,87,6,11,13,40,6,9,12,9,9,51,33,7,73,17,12,23,24,2,12,14,6,43,32,1,158
468,10,13,4,30,37,7,33,26,15,7,18,10,2,70,26,7,1228,1,8,10,11,11,35,93,78,10,6,5,170,23,49,17,5,6,7,2370,9,6,174,8,26,6,3,10,8,33,25,1305,4,4,29,9,19,42,33,13,7,3,124,13,19,15,13,42
469,60,8,141,50,2,15,18,11,10,11,6,73,23,19,3,18,12,4,12,14,17,4,3,8,11,22,51,50,17,38,8,32,35,103,62,25,14,199,13,178,48,45,5,4,6,14,115,17,52,11,8,50,22,1343,19,38,54,983,1032,4,7,10,11,23
470,27,99,40,38,13,3,15,15,3,38,2835,43,19,6,2,82,3,17,11,12,8,4,63,33,373,27,2,18,30,4,109,5,3,9,9,8,2,59,6,3,59,7,7,7,8,14,4,7,5,111,9,10,9,11,11,137,18,207,8,58,8,39,729,76
471,440,12,2,4,24,182,35,10,81,124,81,19,70,21,7,48,22,24,16,3,102,25,172,13,2192,13,39,12,247,0,113,137,11,26,109,114,3,4,490,7,15,25,5,6,852,66,83,23,9,10,219,408,25,10,223,11,16,287,53,11,10,52,13,22
472,5,37,3,19,34,10,8,371,34,23,12,21,10,7,8,488,43,296,14,12,55,47,9,25,7,296,4,42,10,8,3,49,60,10,29,7,14,49,28,10,557,21,11,10,19,23,589,7,26,11,73,25,11,10,6,159,8,14,58,41,19,13,5,20
473,21,149,7,20,8,152,9,8,220,10,4,177,6,15,9,9,5,3,15,9,53,4,8,2,28,11,13,40,67,8,107,18,9,12,33,28,4,6,23,17,220,18,318,33,66,48,5,42,18,27,9,35,53,24,6,21,3,144,3,42,9,5,0,39
474,7,12,52,7,9,22,13,23,6,18,46,11,1000,27,59,91,6,2,3,13,16,27,192,17,40,164,19,5,12,79,15,22,32,6,9,56,7,12,22,9,7,6,2,13,47,37,646,8,7,18,11,15,8,142,7,11,44,21,8,33,3,13,66,9
475,12,12,7,16,6,5,0,320,5,9,43,27,4,13,25,16,43,3,739,23,6,22,2,12,3,67,26,20,447,19,47,89,5,15,12,4,5,121,11,69,18,11,71,12,338,5,9,24,18,13,2,728,8,20,10,50,16,11,5,1,4,36,7,18
